Incident ID,Incident Date,State,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2515486,24/01/2023,Connecticut,Meriden,1225 N Broad St,Washington Middle School,0,0,0,0,1
2510590,24/01/2023,Missouri,Kansas City,3930 Broadway Blvd,The Plaza Academy,0,1,0,0,0
2517605,24/01/2023,California,Corona,1820 Rimpau Ave,Centennial High School,0,0,0,0,1
2510418,24/01/2023,Utah,Midvale,7350 S 900 E,Hillcrest High School,0,0,0,0,1
2511172,24/01/2023,Ohio,Toledo,2000 block of Avondale Ave,N/A,0,0,0,0,0
2511014,24/01/2023,Arizona,San Tan Valley,37611 N Pecan Creek Dr,J O Combs Middle School,0,0,0,0,1
2517953,25/01/2023,Texas,Bandera,1005 Cherry St,Bandera MIddle School,0,0,0,0,1
2511580,25/01/2023,Alabama,Pinson,6745 Old Springville Rd,Clay Elementary School,0,0,0,0,0
2512591,25/01/2023,California,Sacramento,3500 Florin Rd,Luther Burbank High School,0,0,0,0,1
2511004,25/01/2023,District of Columbia,Washington,1601 16th St SE,Anacostia High School,0,0,0,0,1
2512341,25/01/2023,North Carolina,Kannapolis,415 Martin Luther King Jr Ave,A.L. Brown High School,0,0,0,0,1
2512245,26/01/2023,Nebraska,Fremont,2950 Dale St,Milliken Park Elementary School,0,0,0,0,0
2517299,26/01/2023,Minnesota,Saint Paul,1355 Pierce Butler Rte,Career Pathways High School,0,0,0,0,1
2512022,26/01/2023,Utah,Salt Lake City (Taylorsville),5225 S Redwood Rd,Taylorsville High School,0,0,0,0,1
2512364,26/01/2023,Florida,Homestead,2000 SE 28th Ave,Keys Gate Charter School,0,0,0,0,1
2516842,27/01/2023,Colorado,Loveland,1811 W 15th St,Ferguson High School,0,0,0,0,1
2518431,27/01/2023,North Carolina,Newton,338 W 15th St,Newton-Conover High School,0,0,0,0,1
2512539,27/01/2023,Arizona,El Mirage,12701 N Main St,Riverview Elementary School,0,0,0,0,2
2512455,27/01/2023,Maryland,Baltimore,2202 Presstman St,Carver Vo-Tech High School,0,0,0,0,1
2512437,27/01/2023,Georgia,Carnesville,485 Turkey Creek Rd,Franklin County Middle School,0,0,0,0,1
2526814,27/01/2023,Illinois,Chicago,1150 W 96th St,Wendell E. Green Elementary School,0,0,0,0,1
2513755,28/01/2023,Missouri,Springfield,2500 block of S Linden Ave,N/A,0,1,0,0,2
2677660,29/01/2023,Texas,Beaumont,N/A,St Anthony Cathedral Basilica School,0,0,0,0,1
2515330,30/01/2023,California,Madera,705 W Pecan Ave,Madera South High School,0,0,0,0,1
2515384,30/01/2023,New York,Nanuet,103 Church St,Nanuet Senior High School,0,0,0,0,1
2514454,30/01/2023,Arizona,Yuma,7150 E 24th St,Gila Ridge High School,0,0,0,0,1
2523034,30/01/2023,Texas,Lufkin,602 S Raguet St,Pineywoods Community Academy,0,0,0,0,1
2515355,31/01/2023,South Carolina,Blythewood,10901 Wilson Blvd,Blythewood High School,0,0,0,0,1
2515490,31/01/2023,Ohio,Columbus,1265 Koebel Rd,Marion-Franklin High School,0,0,0,0,0
2516607,31/01/2023,Indiana,Hammond,5926 Calumet Ave,Hammond Central High School,0,0,0,0,1
2515750,31/01/2023,Nevada,Las Vegas,3750 S Buffalo Dr,Spring Valley High School,0,0,0,0,1
2516381,31/01/2023,Alabama,Theodore,6201 Swedetown Rd N,Theodore High School,0,0,0,0,1
2516070,01/02/2023,Maryland,Hyattsville,7000 Adelphi Rd,Northwestern High School,0,0,0,0,0
2516531,01/02/2023,North Carolina,Kernersville,1600 Union Cross Rd,Robert B Glenn High School,0,0,0,0,1
2516529,01/02/2023,North Carolina,Charlotte,8900 Park Rd,South Mecklenburg High School,0,0,0,0,0
2516296,01/02/2023,Kentucky,Louisville,6415 Outer Loop,Moore High School,0,0,0,0,1
2516990,01/02/2023,Louisiana,La Place (Laplace),393 Greenwood Dr,LaPlace Elementary,0,0,0,0,1
2516391,01/02/2023,North Carolina,Rolesville,1099 E Young St,Rolesville High School,0,0,0,0,1
2517193,02/02/2023,Delaware,Wilmington,100 W 18th St,Shortlidge Elementary School,0,0,0,0,0
2517199,02/02/2023,Delaware,Wilmington,3130 Kennett Pike,A.I. Dupont Middle School,0,0,0,0,1
2516752,02/02/2023,Indiana,North Vernon,810 W Walnut St,North Vernon Elementary (NVE),0,0,0,0,1
2517242,02/02/2023,Indiana,Columbus,230 S Marr Rd,Columbus East High School,0,0,0,0,1
2517416,02/02/2023,Ohio,New Philadelphia,315 4th St NW,Welty Middle School,0,0,0,0,1
2517100,02/02/2023,Arizona,Mesa,7301 E Brown Rd,Red Mountain High School,0,0,0,0,1
2516697,02/02/2023,Maryland,Riverdale,6200 Tuckerman St,William Wirt Middle School,0,0,0,0,0
2516643,02/02/2023,Texas,Houston,6425 Westheimer Rd,N/A,0,0,0,1,3
2517451,02/02/2023,Alabama,Prattville,1089 Martin Luther King Dr,Prattville Junior High School,0,0,0,0,0
2517220,03/02/2023,Maryland,Baltimore,3500 Hillen Rd,Mergenthaler High School,0,0,0,0,1
2521183,03/02/2023,California,Paso Robles,801 Niblick Rd,Paso Robles High School,0,0,0,0,1
2517392,03/02/2023,Tennessee,Lebanon,1213 Leeville Pike,Winfree Bryant Middle School,0,0,0,0,1
2517339,03/02/2023,Michigan,Detroit,3200 E Lafayette St,Martin Luther King Jr. Senior High School,0,0,0,0,0
2517280,03/02/2023,Kentucky,Lexington,1600 Man O War Blvd,Paul Laurence Dunbar High School,0,0,0,0,1
2517211,03/02/2023,Florida,Apopka,2501 Hiawassee Rd,Wekiva High School,0,0,0,0,1
2517644,03/02/2023,Nevada,North Las Vegas,1900 Deer Springs Way,Cram Middle School,0,0,0,0,1
2519186,03/02/2023,Pennsylvania,Mars,520 PA-228,Mars Area High School,0,0,0,0,3
2518365,03/02/2023,Missouri,Cottleville,5199 State Rte N,Francis Howell Central High School,0,0,0,0,1
2517500,03/02/2023,California,Los Angeles,3537 Farmdale Ave,Susan Miller Dorsey Senior High School,0,0,0,0,0
2519678,06/02/2023,Kentucky,Hopkinsville,430 Koffman Dr,Hopkinsville High School,0,0,0,0,1
2519656,06/02/2023,Kentucky,Louisville,6000 Brownsboro Rd,Ballard High School,0,0,0,0,1
2522795,06/02/2023,Florida,Tallahassee,3415 Zillah St,Fairview Middle School,0,0,0,0,1
2519482,06/02/2023,Arkansas,Fort Smith,622 N 7th St,Future School of Fort Smith,0,0,0,0,1
2520310,06/02/2023,Arkansas,Trumann,1620 W Main St,Trumann High School,0,0,0,0,1
2519709,06/02/2023,Illinois,Evanston,1400 Oakton St,Chute Middle School,0,0,0,0,1
2519398,06/02/2023,Alabama,Birmingham,4915 Ave Q,Central Park Elementary School,0,0,0,0,0
2519802,06/02/2023,Delaware,Middletown,1080 Bunker Hill Rd,Appoquinimink High School,0,0,0,0,1
2519199,06/02/2023,Florida,Palm Beach Gardens,4245 Holly Dr,Palm Beach Gardens Community High School,0,0,0,0,1
2519443,06/02/2023,Wisconsin,Oshkosh,915 Hazel St,Webster Stanley Middle School,0,0,0,0,0
2520180,07/02/2023,Virginia,Chesterfield,10301 Courthouse Rd,Lloyd C. Bird High School,0,0,0,0,1
2520243,07/02/2023,North Carolina,Saint Pauls,648 N Old Stage Rd,St. Pauls High School,0,0,0,0,0
2520906,07/02/2023,Texas,Lubbock,16310 TX-493 Loop,Lubbock-Cooper Middle School,0,0,0,0,0
2520084,07/02/2023,Colorado,Colorado Springs,2250 Jet Wing Dr,Sierra High School,0,0,0,0,1
2520468,07/02/2023,Wisconsin,Neenah,1275 Tullar Rd,Neenah High School,0,0,0,0,1
2520710,07/02/2023,Wisconsin,Green Bay,3366 Schaefer Ct,James A. Temp Hall,0,0,0,0,1
2520705,08/02/2023,Maryland,Lanham,9880 Good Luck Rd,DuVal High School,0,0,0,0,1
2520916,08/02/2023,Texas,Rio Grande City,5726 Farm to Market Rd 755,Rio Grande City High School,0,0,0,0,2
2538306,08/02/2023,Minnesota,Minneapolis,1500 James Ave N,North Community High School,0,0,0,0,1
2521277,08/02/2023,Alabama,Brookwood,12250 George Richmond Pkwy,Brookwood High School,0,0,0,0,0
2522141,09/02/2023,Arkansas,Fort Smith,2201 N 50th St,Kimmons Middle School,0,0,0,0,0
2521973,09/02/2023,Alabama,Prattville,1315 Upper Kingston Rd,Prattville High School,0,0,0,0,1
2526042,09/02/2023,Pennsylvania,Norristown,1 E Oak St,Joseph K. Gotwals Elementary School,0,0,0,0,0
2523405,10/02/2023,Ohio,Cincinnati,200 Viking Wy,Princeton Community Middle School,0,0,0,0,1
2522622,10/02/2023,Tennessee,La Vergne,382 Stones River Rd,La Vergne Middle School,0,0,0,0,1
2524381,10/02/2023,Georgia,Columbus,2901 College Dr,Hardaway High School,0,0,0,0,1
2523161,10/02/2023,Indiana,Columbia City,1600 IN-9,Columbia City High School,0,0,0,0,0
2523619,10/02/2023,North Carolina,Franklin,100 Panther Dr,Franklin High School,0,0,0,0,0
2523058,10/02/2023,California,San Diego,5353 Airway Rd,San Ysidro High School,0,0,0,0,1
2523958,12/02/2023,North Carolina,Salisbury,211 N Park Dr,Catawba College - Woodson Hall,0,0,0,0,0
2527114,13/02/2023,North Carolina,Raleigh,5307 Six Forks Rd,Green Elementary School,0,0,0,0,1
2532391,13/02/2023,Georgia,Athens,350 S Milledge Ave,Clarke Central High School,0,0,0,0,1
2760283,13/02/2023,Louisiana,Thibodaux,102 Ellendale Dr,Nicholls State University / Vernon F. Galliano Dining Hall,0,0,0,0,1
2525430,13/02/2023,Oklahoma,Lawton,5611 NW Allan-A-Dale Ln,Hugh Bish Elementary,0,0,0,0,0
2525173,13/02/2023,Colorado,Golden,19th St and Elm St,Colorado School of Mines,0,0,0,0,1
2525134,13/02/2023,Florida,Pensacola,820 Massachusetts Ave,Montclair Elementary School,0,0,0,0,0
2525037,13/02/2023,New York,New York (Manhattan),16 Clarkson St,High School M560,0,0,0,0,0
2524581,13/02/2023,New York,Rochester,164 Alexander St,James Monroe High School,0,0,0,0,1
2525801,14/02/2023,Utah,Salt Lake City (Murray),5440 State St,Murray High School,0,0,0,0,3
2525617,14/02/2023,North Carolina,Rocky Mount,720 N Fairview Rd,Fairview Elementary,0,0,0,0,0
2525527,14/02/2023,Texas,San Antonio,1400 Jackson Keller Rd,Legacy of Educational Excellence High School,0,0,0,0,1
2525382,14/02/2023,Pennsylvania,Pittsburgh,1101 N Murtland St,Westinghouse Academy,0,4,0,0,2
2526099,14/02/2023,Florida,Fort Myers,14020 Plantation Rd,South Fort Myers High School,0,0,0,0,1
2526066,14/02/2023,Georgia,Decatur,2215 Miller Rd,Miller Grove Middle School,0,0,0,0,1
2528189,14/02/2023,Indiana,Fort Wayne,3601 Calhoun St,South Side High School,0,0,0,0,1
2526660,14/02/2023,South Carolina,Conway,6555 Hwy 134,Pee Dee Elementary,0,0,0,0,0
2525632,14/02/2023,North Carolina,Wendell,3409 NC-97,Wendell Middle School,0,0,0,0,0
2526954,15/02/2023,Colorado,Denver,1600 City Park Esplanade,Denver East High School,0,0,0,0,1
2528206,15/02/2023,Ohio,Cleveland,15210 St Clair Ave,Collinwood High School,0,0,0,0,0
2526048,15/02/2023,Maryland,Fort George G Meade (Fort Meade),1100 Clark Rd,Meade High School,0,0,0,0,1
2527475,15/02/2023,Texas,Houston,12525 Ella Blvd,Davis High School,0,0,0,0,0
2526799,15/02/2023,North Carolina,Clayton,1892 Polenta Rd,Cleveland High School,0,0,0,0,1
2526755,15/02/2023,Alabama,Decatur,1625 Danville Rd SW,Austin Junior High School,0,0,0,0,0
2526751,15/02/2023,Alabama,Beauregard,N/A,Beauregard school,0,0,0,0,0
2526733,15/02/2023,Mississippi,Clinton,401 Arrow Dr,Clinton High School,0,0,0,0,0
2526690,15/02/2023,Virginia,Gloucester,6680 Short Ln,Gloucester High School,0,0,0,0,1
2580632,15/02/2023,Michigan,Grand Rapids (Walker),4463 Leonard St NW,W Michigan Academy of Environmental Science,0,0,0,0,2
2527121,16/02/2023,Virginia,Norfolk,7901 Nancy Dr,Little Creek Elementary School,0,0,0,0,0
2529867,16/02/2023,Texas,Benavides,1025 Eagle Dr,Benavides High School,0,0,0,0,1
2527944,16/02/2023,Alabama,Wetumpka,184 Rodney Ln,Redland Middle School,0,0,0,0,1
2528026,16/02/2023,Ohio,Columbus,417 S Weyant Ave,Eastmoor Academy,0,0,0,0,0
2528617,16/02/2023,North Carolina,Fayetteville,2517 Ramsey St,Luther Nick Jeralds Middle School,0,0,0,0,1
2527875,17/02/2023,Texas,Arlington,818 W Park Row Dr,Arlington High School,0,0,0,0,2
2527806,17/02/2023,Missouri,Saint Louis,13201 Clayton Rd,Principia Lower School,0,0,0,0,0
2528381,17/02/2023,Georgia,Macon,6250 Skipper Rd,Rutland High School,0,0,0,0,0
2529696,17/02/2023,Nevada,Las Vegas,333 S Pavilion Center Dr,Palo Verde High School,0,0,0,0,1
2527524,17/02/2023,Indiana,Fort Wayne,475 E State Blvd,North Side High School,0,0,0,0,0
2527792,17/02/2023,Virginia,Max Meadows,1 Pioneer Trail,Fort Chiswell High School,0,0,0,0,1
2527592,17/02/2023,North Carolina,Erwin,405 Denim Dr,Erwin Elementary School,0,0,0,0,0
2528420,18/02/2023,Texas,Abilene,2800 N 6th St,Abilene High School,0,0,0,0,1
2530457,20/02/2023,North Carolina,Elkin,334 Elk Spur St,Elkin High School,0,0,0,0,0
2530243,20/02/2023,Texas,Midland,Wadley Ave and Godfrey St,Legacy Freshman High Schoolbus,0,0,0,0,1
2531012,21/02/2023,Nevada,Las Vegas,9501 Echelon Point Dr,Edmundo Escobedo Sr Middle School,0,0,0,0,1
2531008,21/02/2023,Nevada,North Las Vegas,5302 N Goldfield St,Mojave High School,0,0,0,0,1
2530996,21/02/2023,Nevada,Las Vegas,1139 N Linn Ln,Eldorado High School,0,0,0,0,2
2531435,21/02/2023,Ohio,Columbus,840 W State St,Central High School,0,0,0,0,1
2532037,21/02/2023,Pennsylvania,Coal Township,2000 W State St,Shamokin Area Middle/High School,0,0,0,0,0
2531943,21/02/2023,Kentucky,Stearns,120 Raider Way Rd,McCreary County Board of Education,0,0,0,0,1
2531624,22/02/2023,Virginia,Glen Allen,2204 Mountain Road,Academy at Virginia Randolph,0,0,0,0,1
2531636,22/02/2023,Virginia,Newport News,13450 Woodside Ln,Woodside High School,0,0,0,0,1
2532021,22/02/2023,Ohio,Reynoldsburg,6699 E Livingston Ave,Reynoldsburg High School,0,0,0,0,1
2533216,22/02/2023,Florida,Belle Glade,1100 SW Ave G,Glade View Elementary,0,0,0,0,1
2533257,23/02/2023,North Carolina,Durham,6806 Garrett Rd,Jordan High School,0,0,0,0,1
2533150,23/02/2023,Florida,Greenacres,4701 10th Ave N,John I. Leonard High School,0,0,0,0,1
2533085,23/02/2023,South Carolina,Blythewood,180 S-40-1694,Westwood High School,0,0,0,0,1
2533072,23/02/2023,North Carolina,Raleigh,2201 Spring Forest Rd,Millbrook Magnet High School,0,0,0,0,1
2532760,23/02/2023,Nevada,Las Vegas,4250 E Karen Ave,Jerome Mack Middle School,0,0,0,0,1
2532198,23/02/2023,Maryland,Lanham,9880 Good Luck Rd,DuVal High School,0,0,0,0,0
2533361,23/02/2023,Ohio,Columbus,3223 Allegheny Ave,Africentric Early College K-12,0,0,0,0,1
2533356,23/02/2023,Ohio,Reynoldsburg,6699 E Livingston Ave,Reynoldsburg High School,0,0,0,0,1
2533264,24/02/2023,Nebraska,Lincoln,1930 S 20th St,Prescott Elementary School,0,0,0,0,1
2533130,24/02/2023,Colorado,Colorado Springs,7005 N Carefree Cir,Sand Creek High School,0,0,0,0,1
2533040,24/02/2023,Texas,Nederland,2101 N 18th St,Nederland High School,0,0,0,0,1
2532996,24/02/2023,Florida,Daytona Beach,580 McLeod Ave,Bethune-Cookman Univ - Moorehead Dorm,0,0,0,0,1
2532968,24/02/2023,Georgia,Grovetown,2010 Warrior Way,Grovetown High School,0,0,0,0,1
2534185,24/02/2023,California,Watsonville,500 Harkins Slough Rd,Pajaro Valley High School,0,0,0,0,1
2540360,27/02/2023,North Carolina,Lillington,900 S 11th St,STAR Academy of Lillington,0,0,0,0,1
2536221,27/02/2023,Utah,Cedar City,166 W 1925 N,Canyon View High School,0,0,0,0,1
2535740,27/02/2023,Florida,Hollywood,6501 Hollywood Blvd,McArthur High School,0,0,0,0,1
2535733,27/02/2023,Florida,Jacksonville,10600 Hornets Nest Rd,Mandarin Oaks Elementary School,0,0,0,0,0
2534845,27/02/2023,Nevada,Fernley,1100 Jasmine Ln,Silverland Middle School,0,0,0,0,1
2536597,27/02/2023,Alabama,Monroeville,297 S Mt Pleasant Ave,Monroeville Elementary School,0,0,0,0,0
2538050,27/02/2023,Mississippi,Heidelberg,4035 Co Rd 8,New William J. Berry Elementary School,0,0,0,0,0
2535934,28/02/2023,Ohio,Rocky River,3850 Linden Rd,Lutheran High School West,0,0,0,0,0
2538355,28/02/2023,Kentucky,Radcliff,100 Trojan Way,North Middle School,0,0,0,0,1
2535790,28/02/2023,Florida,Tallahassee,550 E Tennessee St,Leon High School,0,0,0,0,1
2537463,28/02/2023,North Carolina,Greensboro,1200 Lincoln St,James B. Dudley High School,0,0,0,0,0
2536386,28/02/2023,Texas,Pearland,2201 N Galveston Ave,Leon Sablatura Middle School,0,0,0,0,1
2557186,28/02/2023,Colorado,Denver,3955 Steele St,Bruce Randolph School,0,0,0,0,1
2536296,28/02/2023,Georgia,Ringgold,340 Evitt Ln,Ringgold Primary School,0,0,0,0,1
2536087,28/02/2023,New York,Rochester (Brighton),1000 E Henrietta Rd,Monroe Community College,0,0,0,0,1
2536807,01/03/2023,Arkansas,Jonesboro,4208 Chieftan Ln,Nettleton Junior High,0,0,0,0,1
2537436,01/03/2023,Indiana,Terre Haute,310 S 18th St,Davis Park Elementary,0,0,0,0,2
2537458,01/03/2023,Oregon,Salem,1910 Church St SE,South Salem High School,0,0,0,0,1
2537394,01/03/2023,Georgia,Warner Robins,401 S Davis Dr,Warner Robins High School,0,0,0,0,0
2537958,01/03/2023,California,Santa Rosa,6975 Montecito Blvd,Maria Carrillo High School,0,0,0,0,1
2536964,01/03/2023,Tennessee,Cedar Hill,7025 US-41,Jo Byrns High School,0,0,0,0,0
2537614,02/03/2023,Alabama,Bay Minette,1 Tiger Dr,Baldwin County High School,0,0,0,0,1
2537466,02/03/2023,North Carolina,Kill Devil Hills,100 Veterans Dr,First Flight High School,0,0,0,0,1
2537460,02/03/2023,Mississippi,Kiln,7084 Stennis Airport Rd,Hancock High School,0,0,0,0,1
2539312,02/03/2023,South Carolina,North Charleston,2670 Bonds Ave,Daniel Jenkins Academy,0,0,0,0,1
2537311,02/03/2023,Georgia,Lagrange,1920 Hamilton Rd,Troup County High School,0,0,0,0,1
2538466,03/03/2023,Ohio,Cleveland,15210 St Clair Ave,Collinwood High School,0,0,0,0,1
2538905,03/03/2023,Oklahoma,Oklahoma City,715 N Walker Ave,Emerson North Alternative High School,0,0,0,0,1
2538842,03/03/2023,Florida,Clearwater,3000 FL-580,Countryside High School,0,0,0,0,1
2538840,03/03/2023,Florida,Saint Petersburg,850 34th St S,Gibbs High School,0,0,0,0,1
2538091,03/03/2023,South Carolina,Orangeburg,300 College Ave,Hugine Suites,0,1,0,0,0
2538699,03/03/2023,Arizona,Phoenix,3625 W Cactus Rd,Moon Valley High School,0,0,0,0,1
2539158,03/03/2023,California,Azusa,240 N Cerritos Ave,Azusa High School,0,0,0,0,2
2542912,03/03/2023,New Mexico,Los Lunas,1776 Emilio Lopez Rd,Los Lunas High School,0,0,0,0,0
2541039,05/03/2023,Georgia,Atlanta,688 Beckwith St SW,Clark Atlanta University,0,0,0,0,0
2546317,06/03/2023,Michigan,Saginaw,3675 Southfield Dr,Atkins Middle School,0,0,0,0,1
2540364,06/03/2023,Virginia,Alexandria,3801 W Braddock Rd,Alexandria City High School,0,0,0,0,1
2540982,06/03/2023,Iowa,Shenandoah,601 Dr Creighton Cir,Shenandoah Elementary School,0,0,0,0,1
2543457,06/03/2023,Illinois,Elmwood Park,8201 W Fullerton Ave,Elmwood Park High School,0,0,0,0,1
2540056,06/03/2023,Michigan,Roseville,16250 Martin Rd,Roseville Middle School,0,1,0,0,1
2540730,06/03/2023,Minnesota,Minneapolis (Coon Rapids),11600 Raven St NW,Coon Rapids Middle School,0,0,0,0,1
2540590,06/03/2023,Ohio,Columbus,284 N 22nd St,Champion Middle School,0,0,0,0,1
2540549,06/03/2023,Kentucky,Owensboro,1300 Booth Ave,Owensboro Middle School,0,0,0,0,1
2541499,07/03/2023,Illinois,Rockford,5110 Auburn St,Auburn High School,0,0,0,0,1
2542864,07/03/2023,Maryland,Glen Burnie,N/A,N/A,0,0,0,0,1
2542499,07/03/2023,Indiana,Indianapolis (Lawrence),8502 E 82nd St,Mary Castle Elementary School,0,0,0,0,0
2541677,07/03/2023,Alabama,Rogersville,201 Cedar St,Lauderdale County High School,0,0,0,0,0
2543468,08/03/2023,Texas,Texarkana,2100 College Dr,Texas Middle School,0,0,0,0,0
2542906,08/03/2023,New Mexico,Los Lunas,1776 Emilio Lopez Rd,Los Lunas High School,0,0,0,0,1
2542547,08/03/2023,Arizona,Chandler,3180 S Gilbert Rd,Legacy Traditional School,0,0,0,0,0
2542545,08/03/2023,Georgia,Fairburn,7155 Hall Rd,Renaissance Middle School,0,0,0,0,0
2542908,09/03/2023,New Mexico,Albuquerque,2300 Arenal Rd SW,Rio Grande High School,0,0,0,0,0
2546566,09/03/2023,Wisconsin,Milwaukee,5075 N Sherman Blvd,Barack Obama School of Career and Tech Ed,0,0,0,0,1
2542935,09/03/2023,Nevada,Las Vegas,6500 E Sahara Ave,Las Vegas High School,0,0,0,0,1
2542901,09/03/2023,Alabama,Athens,15641 E Limestone Rd,East Limestone High School,0,0,0,0,1
2543339,10/03/2023,Florida,Vero Beach,1707 16th St,Vero Beach High School,0,0,0,0,1
2543325,10/03/2023,Maine,Monroe,36 W Main St,Monroe Elementary School,0,0,0,0,1
2543996,11/03/2023,Maine,Waterville,Pond Rd,Alfond Senior Apartments,0,0,0,0,1
2545332,13/03/2023,Virginia,Richmond,3400 Hopkins Rd,Boushall Middle School,0,0,0,0,1
2566202,13/03/2023,Massachusetts,Southbridge,132 Torry Rd,Southbridge High School,0,0,0,0,2
2546083,14/03/2023,Michigan,Holt,5885 Holt Rd,Holt High School,0,0,0,0,1
2546168,14/03/2023,Virginia,Norfolk,7101 Granby St,Granby High School,0,0,0,0,1
2545930,14/03/2023,North Carolina,Kernersville,110 Brown Rd,Kernersville Middle School,0,0,0,0,0
2547097,14/03/2023,Louisiana,New Orleans,Bundy Rd and Dwyer Rd,N/A,0,0,0,0,2
2546792,15/03/2023,Virginia,Amherst,139 Lancer Ln,Amherst County High School,0,0,0,0,1
2546688,15/03/2023,Georgia,Evans,550 Blue Ridge Dr,Blue Ridge Elementary School,0,0,0,0,0
2546633,15/03/2023,Delaware,Georgetown,26026 Patriots Way,Sussex Central High School,0,0,0,0,1
2547033,15/03/2023,California,San Francisco,241 Oneida Ave,Denman Middle School,0,0,0,0,0
2547057,15/03/2023,Alabama,Springville,237 Wilson St,Springville Elementary School,0,0,0,0,0
2547499,16/03/2023,California,Woodland,21 N West St,Woodland High School,0,0,0,0,1
2548310,16/03/2023,Wisconsin,Milwaukee,2311 E Hartford Ave,UWM Golda Meir Library,0,0,0,0,1
2548200,16/03/2023,Florida,Miami,1100 NW 71st St,Miami Northwestern Senior High School,0,0,0,0,1
2547939,16/03/2023,Florida,Palm Beach Gardens,4245 Holly Dr,Palm Beach Gardens High School,0,0,0,0,1
2547884,16/03/2023,North Carolina,Monroe,1 High School Dr,Monroe High School,0,0,0,0,1
2549312,16/03/2023,Alabama,Piedmont,750 Tom Bible Memorial Hwy,Piedmont High School,0,0,0,0,1
2549161,17/03/2023,Pennsylvania,Philadelphia,1801 N Broad St,Temple University,0,0,0,0,0
2548326,17/03/2023,Minnesota,Duluth,3301 Technology Dr,Edison North Star Academy,0,0,0,0,0
2548445,17/03/2023,Ohio,New Concord,260 Stadium Dr,Muskingum University Mose Morehead Field,0,1,0,0,1
2548198,17/03/2023,Maryland,Towson,404 Emerson Dr,Towson University - Millennium Hall,0,0,0,0,0
2550299,17/03/2023,Michigan,Pinckney,2150 M-36,Navigator Upper Elementary School,0,0,0,0,0
2558941,19/03/2023,South Carolina,Conway,100 Chanticleer Dr E,Coastal Carolina University,0,0,0,0,1
2551197,20/03/2023,Virginia,Virginia Beach,5100 Cleveland St,Renaissance Academy,0,0,0,0,1
2550366,20/03/2023,Georgia,Bogart,1081 Rocky Branch Rd,North Oconee High School,0,0,0,0,0
2550103,20/03/2023,Florida,Davenport,4525 County Rd 547,Davenport High School,0,0,0,0,0
2551467,21/03/2023,Maryland,Baltimore,1500 Harlem Ave,Bluford Drew Jemison STEM Academy,0,0,0,0,2
2551377,21/03/2023,Kentucky,Louisville,7601 St Andrews Church Rd,Doss High School,0,0,0,0,1
2552168,21/03/2023,California,Palm Desert,43500 Monterey Ave,College of the Desert,0,0,0,0,1
2552017,21/03/2023,Pennsylvania,Lancaster,2000 Wabank Rd,Elizabeth R. Martin Elementary School,0,0,0,0,1
2558630,21/03/2023,North Dakota,Bismarck,1000 E Century Ave,Bismarck Century High School,0,0,0,0,1
2552454,21/03/2023,Texas,Huffman,24403 E Lake Houston Pkwy,Huffman Elementary School,0,0,0,0,1
2551555,21/03/2023,Texas,Dallas,4001 Walnut Hill Ln,Thomas Jefferson High School,0,1,0,0,1
2552884,22/03/2023,North Carolina,Clayton,490 Guy Rd,Clayton Middle School,0,0,0,0,1
2551754,22/03/2023,Colorado,Denver,1600 City Park Esplanade,Denver East High School,0,2,1,0,0
2552490,22/03/2023,Alabama,Anniston,1301 Woodstock Ave,Anniston High School,0,1,0,0,0
2558151,22/03/2023,Alaska,Bethel,1 Ron Edwards Memorial Dr,Bethel Regional High School,0,0,0,0,1
2553705,23/03/2023,Texas,San Antonio,3823 Fortuna,Roosevelt Elementary,0,0,0,0,1
2553744,23/03/2023,Minnesota,Minneapolis,700 22nd Ave NE,Thomas Edison High School,0,0,0,0,0
2553005,23/03/2023,Texas,San Antonio,8610 Ranch View,Nathan Kallison Elementary,0,0,0,0,1
2552952,23/03/2023,Tennessee,Chattanooga,1300 Shallowford Rd,Dalewood Middle School,0,0,0,0,1
2552853,23/03/2023,North Carolina,Mebane,4040 Mebane Rogers Rd,Eastern Alamance High School,0,0,0,0,1
2553387,23/03/2023,North Carolina,Charlotte,9303 Martin Village Rd,UNC Charlotte - Lot 5,0,0,0,0,1
2553956,23/03/2023,Florida,Sanford,2701 Ridgewood Ave,Seminole High School,0,0,0,0,1
2556336,23/03/2023,New Jersey,Rockaway,50 Knoll Dr,Morris Knolls High School,0,0,0,0,2
2556007,24/03/2023,California,Santa Paula,404 N 6th St,Santa Paula High School,0,0,0,0,1
2554279,24/03/2023,North Carolina,Willow Spring,835 Dixon Rd,Dixon Road Elementary School,0,0,0,0,1
2553432,24/03/2023,West Virginia,Welch,950 Mount View High School Rd,Mount View High School,0,0,0,0,2
2553233,24/03/2023,Illinois,South Holland,16800 Greenwood Ave,Greenwood Elementary School,0,0,0,0,0
2607030,25/03/2023,Illinois,Chicago,3535 E 114th St,George Washington High School,0,0,0,0,1
2556529,25/03/2023,South Carolina,Orangeburg,300 College Ave,South Carolina State University - Hugine Suites,0,0,0,0,0
2558154,25/03/2023,Tennessee,Knoxville,1615 Laurel Ave,"University of Tennessee, Laurel Hall",0,0,0,0,1
2563950,26/03/2023,North Carolina,Greensboro,1601 E Market St,North Carolina Agricultural and Technical State University,0,0,0,0,1
